Data_Source,Latitude,Longitude,G. bulloides,T. quinqueloba,G. scitula,G. uvula,N. pachyderma,N. incompta,O. universa,G. conglobatus,G. ruber albus,G. tenellus,T. sacculifer,S. dehiscens,G. siphonifera,G. calida,G. falconensis,B. digitata,G. rubescens,N. dutertrei,G. conglomerata,G. hexagonus,P. obliquiloculata,G. inflata,G. crassaformis,G. hirsuta,G. glutinata,G. truncatulinoides,G. ruber ruber,G. adamsi,T. humilis,D. anfracta,G. cultrata,G. tumida,C. nitida,T. iota,B. pumilio,H. pelagica,H. digitata,G. eastropacia,T. clarkei,G. elongatus,SST
climap1,-25.48,110.02,28.0,0.0,42.0,,0.0,0.0,1.0,1.0,36.0,1.0,12.0,0.0,2.0,1.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,147.0,0.0,0.0,1.0,5.0,,,,,,,,,,,,,,,20.232703533359874
climap1,-19.07,112.75,12.0,0.0,65.0,,3.0,3.0,3.0,5.0,81.0,8.0,8.0,0.0,8.0,12.0,12.0,0.0,17.0,26.0,0.0,0.0,5.0,26.0,0.0,5.0,0.0,5.0,,,,,,,,,,,,,,,23.52985618215863
climap1,-35.78,18.45,34.0,2.0,8.0,,2.0,102.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,78.0,5.0,0.0,0.0,38.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,16.285866961586358
climap1,9.133,90.033,57.0,0.0,66.0,,0.0,0.0,2.0,1.0,52.0,1.0,18.0,0.0,7.0,4.0,4.0,2.0,15.0,100.0,2.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,24.89103979134993
climap1,15.857,-74.79,9.0,0.0,59.0,,0.0,0.0,3.0,11.0,275.0,4.0,39.0,0.0,17.0,0.0,3.0,0.0,8.0,54.0,0.0,0.0,1.0,27.0,8.0,0.0,1.0,20.0,,,,,,,,,,,,,,,22.525318733141773
climap1,16.708,-75.44,5.0,0.0,47.0,,0.0,0.0,10.0,15.0,331.0,5.0,25.0,0.0,18.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,10.0,,,,,,,,,,,,,,,22.975901503461134
climap1,15.065,-75.95,7.0,0.0,69.0,,0.0,2.0,4.0,10.0,188.0,8.0,49.0,0.0,42.0,0.0,2.0,1.0,8.0,22.0,0.0,0.0,0.0,22.0,2.0,4.0,0.0,14.0,,,,,,,,,,,,,,,22.579848882850385
climap1,13.178,-79.83,8.0,0.0,61.0,,0.0,1.0,14.0,4.0,254.0,19.0,19.0,0.0,23.0,0.0,3.0,0.0,9.0,34.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,13.0,,,,,,,,,,,,,,,22.57564610756582
climap1,-10.92,88.315,11.0,0.0,59.0,,0.0,3.0,10.0,6.0,92.0,14.0,47.0,0.0,5.0,2.0,0.0,0.0,11.0,45.0,3.0,2.0,11.0,3.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,23.6449323262918
climap1,-0.833,89.95,23.0,0.0,34.0,,0.0,0.0,2.0,2.0,76.0,0.0,33.0,0.0,7.0,9.0,1.0,0.0,6.0,29.0,14.0,3.0,27.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,24.937346619627554
climap1,-0.833,89.95,36.0,0.0,53.0,,0.0,0.0,3.0,3.0,119.0,0.0,51.0,0.0,11.0,15.0,1.0,0.0,9.0,45.0,23.0,5.0,43.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,24.937346619627554
climap1,-0.833,89.95,21.0,0.0,31.0,,0.0,0.0,2.0,2.0,69.0,0.0,30.0,0.0,6.0,8.0,1.0,0.0,5.0,26.0,13.0,3.0,25.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,24.937346619627554
climap1,-0.833,89.95,34.0,0.0,50.0,,0.0,0.0,3.0,3.0,112.0,0.0,48.0,0.0,11.0,14.0,1.0,0.0,9.0,42.0,22.0,4.0,41.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,24.937346619627554
climap1,-0.833,89.95,31.0,0.0,45.0,,0.0,0.0,2.0,2.0,101.0,0.0,44.0,0.0,9.0,12.0,1.0,0.0,8.0,38.0,19.0,4.0,37.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,24.937346619627554
climap1,-0.833,89.95,44.0,0.0,65.0,,0.0,0.0,4.0,4.0,144.0,0.0,63.0,0.0,14.0,18.0,2.0,0.0,12.0,55.0,28.0,6.0,53.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,24.937346619627554
climap1,-0.833,89.95,29.0,0.0,42.0,,0.0,0.0,2.0,2.0,94.0,0.0,41.0,0.0,9.0,12.0,1.0,0.0,7.0,36.0,18.0,4.0,34.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,24.937346619627554
climap1,-0.833,89.95,42.0,0.0,62.0,,0.0,0.0,4.0,4.0,137.0,0.0,60.0,0.0,13.0,17.0,2.0,0.0,11.0,52.0,27.0,6.0,50.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,24.937346619627554
climap1,-1.467,90.167,24.0,0.0,63.0,,0.0,0.0,0.0,2.0,94.0,12.0,23.0,0.0,13.0,12.0,2.0,0.0,4.0,32.0,12.0,5.0,24.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,24.913235268947087
climap1,-35.52,44.75,32.0,1.0,3.0,,4.0,62.0,3.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,112.0,0.0,1.0,9.0,19.0,,,,,,,,,,,,,,,15.066780989335227
climap1,-39.02,47.883,77.0,25.0,6.0,,17.0,101.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,5.0,,,,,,,,,,,,,,,11.39018192310499
climap1,-39.02,47.883,69.0,23.0,5.0,,15.0,91.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,4.0,,,,,,,,,,,,,,,11.39018192310499
climap1,-39.02,47.883,75.0,25.0,5.0,,16.0,99.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,34.0,0.0,0.0,1.0,4.0,,,,,,,,,,,,,,,11.39018192310499
climap1,-39.02,47.883,68.0,22.0,5.0,,15.0,89.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,4.0,,,,,,,,,,,,,,,11.39018192310499
climap1,-39.02,47.883,86.0,28.0,6.0,,19.0,113.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,25.0,0.0,0.0,0.0,39.0,0.0,0.0,2.0,5.0,,,,,,,,,,,,,,,11.39018192310499
climap1,-39.02,47.883,78.0,26.0,6.0,,17.0,103.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,5.0,,,,,,,,,,,,,,,11.39018192310499
climap1,-39.02,47.883,84.0,28.0,6.0,,18.0,111.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,38.0,0.0,0.0,1.0,5.0,,,,,,,,,,,,,,,11.39018192310499
climap1,15.033,66.097,14.0,0.0,62.0,,0.0,0.0,15.0,0.0,98.0,1.0,31.0,0.0,0.0,7.0,11.0,2.0,3.0,25.0,2.0,7.0,52.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,23.770344438911305
climap1,-31.5,32.607,20.0,0.0,26.0,,0.0,8.0,5.0,0.0,44.0,3.0,17.0,0.0,8.0,14.0,3.0,3.0,3.0,20.0,0.0,0.0,3.0,106.0,0.0,5.0,3.0,6.0,,,,,,,,,,,,,,,21.215683551342604
climap1,-32.11,36.01,41.0,0.0,30.0,,0.0,13.0,5.0,1.0,46.0,1.0,10.0,0.0,8.0,14.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,90.0,0.0,13.0,5.0,1.0,,,,,,,,,,,,,,,18.351624690247974
climap1,-13.22,65.617,11.0,0.0,79.0,,0.0,2.0,5.0,8.0,91.0,3.0,25.0,0.0,12.0,8.0,3.0,0.0,8.0,34.0,1.0,1.0,5.0,0.0,0.0,4.0,2.0,1.0,,,,,,,,,,,,,,,22.976824996100078
climap1,8.65,58.567,31.0,0.0,114.0,,0.0,10.0,1.0,0.0,52.0,4.0,7.0,0.0,6.0,0.0,7.0,0.0,3.0,46.0,0.0,3.0,15.0,0.0,8.0,1.0,0.0,0.0,,,,,,,,,,,,,,,23.57993087092135
climap1,10.25,57.183,30.0,0.0,54.0,,1.0,7.0,1.0,2.0,24.0,2.0,6.0,0.0,9.0,0.0,6.0,2.0,4.0,105.0,0.0,7.0,29.0,1.0,5.0,6.0,0.0,0.0,,,,,,,,,,,,,,,22.782960725835693
climap1,-29.63,32.867,8.0,0.0,36.0,,0.0,7.0,6.0,0.0,56.0,3.0,15.0,0.0,11.0,19.0,0.0,0.0,6.0,29.0,0.0,0.0,6.0,89.0,0.0,9.0,0.0,0.0,,,,,,,,,,,,,,,
climap1,-28.43,43.783,23.0,4.0,66.0,,0.0,9.0,4.0,0.0,63.0,10.0,12.0,0.0,4.0,13.0,3.0,0.0,15.0,10.0,0.0,0.0,0.0,43.0,0.0,9.0,2.0,8.0,,,,,,,,,,,,,,,20.554142310593747
climap1,0.2,-39.9,2.0,0.0,56.0,,0.0,0.0,0.0,2.0,135.0,0.0,72.0,0.0,5.0,2.0,0.0,0.0,2.0,75.0,0.0,0.0,0.0,4.0,10.0,2.0,0.0,38.0,,,,,,,,,,,,,,,22.971638534169248
climap1,15.4,-43.4,0.0,0.0,112.0,,0.0,0.0,4.0,24.0,403.0,28.0,156.0,1.0,16.0,17.0,8.0,0.0,24.0,44.0,0.0,0.0,0.0,6.0,8.0,6.0,0.0,27.0,,,,,,,,,,,,,,,20.70640636830757
climap1,5.067,-36.8,4.0,0.0,16.0,,0.0,4.0,3.0,4.0,189.0,0.0,196.0,0.0,18.0,1.0,3.0,6.0,6.0,63.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,13.0,,,,,,,,,,,,,,,23.303024846806583
climap1,32.75,-41.9,19.0,0.0,11.0,,1.0,36.0,0.0,5.0,131.0,1.0,5.0,0.0,6.0,6.0,42.0,0.0,0.0,31.0,0.0,0.0,0.0,128.0,0.0,5.0,0.0,10.0,,,,,,,,,,,,,,,19.748555867496805
climap1,11.75,-80.43,4.0,0.0,62.0,,0.0,0.0,14.0,11.0,293.0,12.0,35.0,0.0,40.0,0.0,3.0,0.0,6.0,9.0,0.0,0.0,0.0,14.0,3.0,1.0,1.0,20.0,,,,,,,,,,,,,,,22.865799337290394
climap1,15.033,-80.23,4.0,0.0,66.0,,0.0,0.0,9.0,16.0,173.0,9.0,44.0,0.0,34.0,1.0,2.0,0.0,16.0,9.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,15.0,,,,,,,,,,,,,,,
climap1,8.117,73.25,36.0,0.0,86.0,,0.0,0.0,1.0,1.0,68.0,18.0,15.0,0.0,3.0,9.0,1.0,0.0,10.0,40.0,7.0,12.0,6.0,0.0,3.0,6.0,0.0,0.0,,,,,,,,,,,,,,,25.27068338853743
climap1,6.7,59.333,37.0,0.0,101.0,,0.0,4.0,0.0,0.0,66.0,2.0,6.0,0.0,4.0,3.0,8.0,0.0,6.0,39.0,4.0,7.0,6.0,0.0,2.0,3.0,0.0,2.0,,,,,,,,,,,,,,,24.4165031204347
climap1,6.867,60.667,37.0,2.0,47.0,,0.0,14.0,2.0,0.0,70.0,5.0,7.0,0.0,13.0,4.0,2.0,0.0,11.0,52.0,2.0,11.0,19.0,0.0,8.0,4.0,1.0,0.0,,,,,,,,,,,,,,,24.59653765189613
climap1,13.233,-78.37,3.0,0.0,35.0,,0.0,0.0,6.0,4.0,303.0,4.0,37.0,0.0,27.0,0.0,4.0,1.0,11.0,18.0,0.0,0.0,1.0,10.0,3.0,0.0,1.0,8.0,,,,,,,,,,,,,,,22.505910992533256
climap1,-5.333,40.433,19.0,0.0,64.0,,0.0,10.0,2.0,2.0,90.0,2.0,12.0,0.0,9.0,7.0,4.0,2.0,18.0,56.0,0.0,2.0,13.0,1.0,7.0,2.0,0.0,0.0,,,,,,,,,,,,,,,23.82749185732429
climap1,-6.983,41.183,32.0,0.0,78.0,,0.0,11.0,8.0,7.0,72.0,7.0,17.0,1.0,15.0,8.0,4.0,1.0,11.0,32.0,1.0,2.0,8.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,23.840210530004917
climap1,-10.23,43.817,23.0,0.0,71.0,,0.0,12.0,3.0,8.0,101.0,2.0,10.0,0.0,4.0,5.0,3.0,0.0,0.0,46.0,0.0,2.0,15.0,1.0,3.0,0.0,0.0,3.0,,,,,,,,,,,,,,,23.693230037926554
climap1,11.8,-79.07,4.0,0.0,49.0,,0.0,1.0,9.0,12.0,202.0,12.0,37.0,0.0,43.0,0.0,3.0,0.0,7.0,24.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,22.820474555227307
climap1,2.0,-5.25,34.0,0.0,32.0,,1.0,17.0,8.0,1.0,255.0,0.0,45.0,0.0,8.0,0.0,0.0,0.0,1.0,175.0,0.0,0.0,1.0,26.0,11.0,3.0,0.0,3.0,,,,,,,,,,,,,,,23.396821355463647
climap1,-21.8,69.233,2.0,0.0,46.0,,0.0,0.0,5.0,0.0,147.0,9.0,27.0,0.0,15.0,3.0,8.0,2.0,14.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,20.754139799296986
climap1,-22.3,68.0,5.0,0.0,49.0,,0.0,0.0,2.0,2.0,142.0,8.0,30.0,0.0,5.0,16.0,1.0,2.0,9.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,16.0,,,,,,,,,,,,,,,20.567692209276256
climap1,23.367,-43.65,3.0,0.0,90.0,,0.0,0.0,0.0,8.0,352.0,41.0,32.0,0.0,27.0,6.0,11.0,1.0,12.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,12.0,,,,,,,,,,,,,,,19.676431200805645
climap1,3.383,-20.12,0.0,0.0,0.0,,0.0,15.0,2.0,4.0,40.0,0.0,95.0,0.0,6.0,6.0,0.0,4.0,4.0,266.0,0.0,0.0,0.0,57.0,12.0,0.0,0.0,4.0,,,,,,,,,,,,,,,24.18807326986478
climap1,3.383,-20.12,0.0,0.0,7.0,,1.0,21.0,1.0,11.0,67.0,0.0,129.0,0.0,19.0,0.0,5.0,7.0,0.0,186.0,0.0,0.0,2.0,35.0,17.0,0.0,0.0,5.0,,,,,,,,,,,,,,,24.18807326986478
climap1,14.167,-18.58,148.0,0.0,28.0,,1.0,29.0,9.0,0.0,76.0,0.0,6.0,0.0,6.0,0.0,15.0,0.0,0.0,53.0,0.0,0.0,2.0,25.0,7.0,3.0,0.0,0.0,,,,,,,,,,,,,,,22.551974350236605
climap1,8.717,-41.25,12.0,0.0,30.0,,1.0,6.0,6.0,6.0,260.0,1.0,125.0,0.0,14.0,18.0,3.0,3.0,1.0,80.0,0.0,1.0,0.0,12.0,16.0,6.0,0.0,34.0,,,,,,,,,,,,,,,22.81386695885846
climap1,21.3,-22.68,36.0,3.0,23.0,,4.0,41.0,4.0,0.0,23.0,2.0,14.0,0.0,9.0,2.0,6.0,0.0,0.0,123.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,6.0,,,,,,,,,,,,,,,18.00356302992263
climap1,29.583,-28.57,22.0,0.0,35.0,,0.0,5.0,4.0,4.0,66.0,7.0,2.0,0.0,20.0,10.0,70.0,3.0,5.0,17.0,0.0,0.0,0.0,68.0,4.0,13.0,3.0,36.0,,,,,,,,,,,,,,,17.353893804094085
climap1,15.317,-77.95,3.0,0.0,71.0,,0.0,0.0,6.0,7.0,263.0,7.0,35.0,0.0,82.0,0.0,1.0,0.0,9.0,27.0,0.0,0.0,3.0,6.0,6.0,1.0,1.0,12.0,,,,,,,,,,,,,,,22.724221524996455
climap1,-3.55,-35.23,0.0,0.0,138.0,,0.0,0.0,7.0,0.0,254.0,0.0,130.0,0.0,22.0,0.0,0.0,0.0,14.0,58.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,36.0,,,,,,,,,,,,,,,23.37694169462597
climap1,19.333,-26.12,22.0,0.0,22.0,,2.0,43.0,6.0,1.0,73.0,1.0,53.0,0.0,1.0,7.0,19.0,0.0,1.0,86.0,0.0,0.0,0.0,60.0,2.0,1.0,0.0,6.0,,,,,,,,,,,,,,,18.45355988142435
climap1,5.1,-26.65,22.0,0.0,1.0,,0.0,3.0,7.0,21.0,123.0,1.0,208.0,0.0,22.0,0.0,1.0,3.0,0.0,194.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,13.0,,,,,,,,,,,,,,,23.76469849998439
climap1,3.05,-11.82,0.0,0.0,19.0,,0.0,12.0,5.0,2.0,64.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,63.0,0.0,0.0,0.0,15.0,28.0,0.0,0.0,0.0,,,,,,,,,,,,,,,23.99130774156055
climap1,35.017,-40.92,45.0,3.0,38.0,,2.0,31.0,4.0,1.0,42.0,0.0,1.0,0.0,5.0,1.0,44.0,0.0,1.0,27.0,0.0,0.0,0.0,69.0,2.0,25.0,0.0,4.0,,,,,,,,,,,,,,,18.30314607998946
climap1,17.033,-76.6,2.0,0.0,72.0,,1.0,1.0,8.0,15.0,298.0,17.0,34.0,0.0,50.0,0.0,1.0,1.0,9.0,15.0,0.0,0.0,0.0,17.0,11.0,2.0,0.0,20.0,,,,,,,,,,,,,,,23.78070632523444
climap1,11.933,-78.68,4.0,0.0,25.0,,1.0,0.0,13.0,9.0,307.0,20.0,26.0,0.0,21.0,0.0,0.0,1.0,4.0,13.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,18.0,,,,,,,,,,,,,,,22.882235969095472
climap1,11.65,-80.13,0.0,0.0,55.0,,0.0,0.0,7.0,2.0,228.0,0.0,52.0,0.0,24.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,19.0,,,,,,,,,,,,,,,22.865799337290394
climap1,11.117,-80.4,1.0,0.0,50.0,,0.0,1.0,25.0,12.0,213.0,23.0,35.0,0.0,35.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,24.0,,,,,,,,,,,,,,,22.865799337290394
climap1,33.7,-29.38,2.0,1.0,26.0,,0.0,26.0,1.0,0.0,49.0,4.0,2.0,0.0,4.0,0.0,8.0,0.0,6.0,21.0,0.0,0.0,0.0,88.0,2.0,52.0,0.0,8.0,,,,,,,,,,,,,,,17.419676336197448
climap1,33.7,-29.38,14.0,3.0,25.0,,1.0,21.0,6.0,0.0,30.0,0.0,0.0,0.0,7.0,5.0,63.0,0.0,3.0,24.0,0.0,0.0,0.0,77.0,0.0,20.0,0.0,13.0,,,,,,,,,,,,,,,17.419676336197448
climap1,36.3,-29.37,43.0,3.0,41.0,,0.0,24.0,0.0,0.0,41.0,0.0,0.0,0.0,4.0,1.0,66.0,0.0,0.0,29.0,0.0,0.0,0.0,76.0,0.0,50.0,0.0,3.0,,,,,,,,,,,,,,,16.23982634749543
climap1,5.117,77.583,74.0,0.0,57.0,,0.0,0.0,3.0,0.0,31.0,5.0,11.0,0.0,5.0,4.0,4.0,0.0,4.0,92.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,25.47335881659932
climap1,3.083,76.25,27.0,0.0,56.0,,0.0,9.0,5.0,0.0,52.0,5.0,15.0,0.0,8.0,7.0,1.0,1.0,1.0,86.0,4.0,14.0,61.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,25.683394164873484
climap1,3.083,76.25,27.0,0.0,56.0,,0.0,10.0,6.0,0.0,51.0,6.0,15.0,0.0,9.0,7.0,1.0,1.0,1.0,86.0,4.0,13.0,60.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,25.683394164873484
climap1,-6.267,63.433,18.0,0.0,27.0,,0.0,13.0,1.0,13.0,73.0,3.0,33.0,0.0,9.0,6.0,0.0,3.0,1.0,94.0,4.0,10.0,21.0,0.0,10.0,6.0,0.0,3.0,,,,,,,,,,,,,,,24.83822408430376
climap2,39.267,-36.7,49.0,41.0,0.0,0.0,166.0,4.0,3.0,0.0,66.0,0.0,6.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,219.0,1.0,12.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,,,14.64058196858743
climap2,25.833,-19.2998,82.0,5.0,0.0,0.0,24.0,0.0,5.0,0.0,40.0,1.0,4.0,0.0,11.0,5.0,24.0,1.0,0.0,0.0,0.0,0.0,52.0,0.0,172.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,16.635859420973706
climap2,-0.05,-24.1667,23.0,0.0,1.0,0.0,2.0,40.0,0.0,1.0,0.0,1.0,39.0,0.0,5.0,0.0,0.0,0.0,9.0,125.0,0.0,0.0,0.0,42.0,6.0,0.0,51.0,56.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22.780135173763192
climap2,15.4,-43.4,4.0,0.0,1.0,0.0,1.0,11.0,4.0,11.0,239.0,8.0,100.0,0.0,15.0,4.0,3.0,6.0,0.0,0.0,0.0,2.0,8.0,1.0,6.0,0.0,0.0,32.0,16.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,,,,20.70640636830757
climap2,5.067,-36.8,8.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,117.0,0.0,117.0,0.0,4.0,1.0,0.0,1.0,7.0,33.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23.303024846806583
climap2,32.75,-41.9,13.0,1.0,0.0,0.0,14.0,0.0,0.0,4.0,100.0,1.0,4.0,0.0,5.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,38.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,19.748555867496805
climap2,2.0,-5.25,23.0,0.0,2.0,0.0,1.0,12.0,6.0,1.0,139.0,0.0,31.0,0.0,6.0,0.0,0.0,0.0,1.0,54.0,0.0,0.0,1.0,18.0,8.0,0.0,22.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23.396821355463647
climap2,23.367,-43.65,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,211.0,25.0,21.0,0.0,24.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,19.676431200805645
climap2,3.383,-20.12,0.0,0.0,0.0,0.0,1.0,15.0,1.0,8.0,45.0,0.0,92.0,0.0,14.0,0.0,4.0,5.0,0.0,106.0,0.0,0.0,2.0,25.0,12.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,24.18807326986478
climap2,14.167,-18.58,116.0,0.0,3.0,1.0,1.0,23.0,7.0,0.0,40.0,0.0,5.0,0.0,5.0,0.0,12.0,0.0,0.0,16.0,0.0,0.0,2.0,20.0,6.0,0.0,22.0,0.0,20.0,0.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,22.551974350236605
climap2,8.717,-41.25,22.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,171.0,1.0,60.0,0.0,4.0,3.0,5.0,5.0,4.0,40.0,0.0,0.0,0.0,12.0,6.0,0.0,51.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22.81386695885846
